shape_compactness,shape_circularity,distance_circularity,radius_ratio,principal_axis_aspect_ratio,max_length_aspect_ratio,scatter_ratio,shape_elongatedness,principal_axis_rectangularity,max_length_rectangularity,scaled_variance_major_axis,scaled_variance_minor_axis,scaled_radius_of_gyration,skewness_major_axis,skewness_minor_axis,kurtosis_major_axis,kurtosis_minor_axis,hollows_ratio,vehicle_type
0.90045816,-1.4102219,-0.6300704,0.83874935,1.3388753,-0.46442854,-0.17620502,-0.20729318,-0.16149907,-1.4683756,0.055064507,-0.18093906,-1.3949924,-0.050382067,-0.011222557,0.83175963,1.8469669,1.0861183,0.0
0.5076231,-1.0522021,-0.58669126,0.6752102,0.81845534,-0.66195565,-0.05418595,-0.39751497,-0.21698955,-1.1640729,0.030484222,-0.09906438,-1.1719006,-0.3115992,-1.099495,-1.1424642,1.8057636,0.92500335,0.0
0.645487,1.4459704,1.3585318,1.4640939,0.8022936,0.2804001,1.5005292,-1.3607602,1.5653169,2.2725239,1.3605355,1.6658428,1.0418862,0.28106236,0.9063474,0.7943668,-0.29335022,0.19726184,1.0
2.114293,0.6704124,1.347652,0.9234659,-0.13156135,0.40892264,1.2882882,-1.1932757,1.1477875,0.73227,1.2278169,1.1890117,0.25747877,-0.49173126,0.3799845,-0.4772967,0.16175272,0.68347186,2.0
-1.2321733,-1.2902399,-1.8640273,-1.4595522,-0.36592415,-0.65611696,-1.4414896,1.8455759,-1.335836,-1.4329839,-1.4463962,-1.168999,-1.3901905,1.182371,0.35007375,-1.2317467,-1.5691224,-1.8366774,3.0
0.57175225,0.6992466,0.34535477,1.4364684,1.5880314,-0.5141909,0.5546182,-0.8839177,0.55558527,0.5001486,0.77199405,0.74234396,1.000755,0.2680577,-0.4642064,-0.67097616,1.003115,-0.050878987,0.0
1.1844102,2.1567612,1.31809,1.3332614,0.81338114,0.39624295,1.6672207,-1.3233371,1.7888442,1.8006176,1.0391747,1.5303862,1.5399027,0.07569429,-0.49033776,-1.016124,-0.3647532,-0.11169556,1.0
-1.1205542,-1.4495517,-0.879175,-1.4576756,-0.6938337,-0.7097036,-1.4300845,2.0241005,-1.3160025,-1.2014362,-1.5491232,-1.238651,-1.2357732,0.085992485,-0.9951388,0.5472275,-0.32001603,-0.9467954,3.0
0.006582344,-0.41837668,0.79577273,0.7423881,0.42078868,0.013848189,0.4002849,-0.52777135,0.16011646,-0.4368217,0.24109489,0.033632457,-0.8753462,-0.8077845,-1.1613162,1.78273,0.6834595,0.737436,1.0
-0.09957603,-0.9539693,-1.359858,-0.6297825,-0.5340441,-0.43205443,-1.1339802,1.3189595,-1.1184112,-1.0065877,-1.3603168,-1.1336582,-0.36196843,-1.3288875,0.4874312,-0.46901092,1.475764,1.1192727,2.0
