harmonic_1_normalized_amplitude,harmonic_2_normalized_amplitude,harmonic_3_normalized_amplitude,harmonic_4_normalized_amplitude,harmonic_5_normalized_amplitude,phoneme_sound_class
-0.24774636,-0.50502956,1.3682727,-1.3876039,-1.2976425,1.0
-0.7404333,-0.94106877,0.029874451,1.516291,-1.5423305,1.0
-0.78180546,-0.8712404,1.4219803,0.7137687,0.87258375,0.0
-0.7593609,0.9043363,0.4701112,0.25881052,-0.04166391,0.0
-0.28668883,-0.48352173,0.5892547,0.48493013,-2.021623,1.0
2.4432163,-0.7315836,-0.99159503,-0.32150692,-0.16968684,0.0
0.64859754,0.1087048,-0.3877226,-0.27430046,-0.46968496,0.0
-0.63042635,-0.31728938,1.5895619,0.80850226,-0.69802964,0.0
0.2902788,1.1719947,0.25644338,-0.9911755,-0.3635924,1.0
-0.66893345,1.1854471,1.0512596,0.37677318,-0.6661112,0.0
-0.24199016,1.9079742,0.17407878,-1.0773422,1.1922046,0.0
-0.57490647,1.3937489,0.25817162,0.054158278,-0.5495792,0.0
-0.49974814,-0.6521938,1.647021,0.2682958,1.1033747,1.0
-0.16527487,0.48568025,-1.2625866,-0.5773564,-0.20275898,0.0
2.33706,-1.023368,-0.9161117,-0.40106812,-0.32453462,0.0
-0.4705836,0.02991864,0.77650005,1.8263755,-1.0785536,1.0
-0.74911344,-0.74277514,0.18296993,1.9890604,-1.0233988,0.0
-0.44179887,1.659655,-1.4733763,1.352758,-0.95121133,0.0
-0.7740442,-0.16835965,1.983594,-1.366121,0.4397056,0.0
2.950727,-1.7906836,-0.94982696,-0.62120134,-0.37976572,0.0
0.5656945,0.9402469,-1.2122246,0.33311218,-0.5899208,0.0
-0.5523839,-1.0037171,0.98920566,1.2031362,2.7348547,1.0
0.7295203,0.1056981,1.3915944,-1.0734915,-0.59605974,1.0
0.23326369,-0.7720795,1.3177654,1.3082485,-1.2967652,1.0
-0.4801242,0.044543393,0.8386155,1.9562635,-1.0958942,1.0
0.31032333,1.0038488,-1.0031844,-0.27978167,-0.40316552,0.0
-0.3135549,1.7223171,0.34821767,-0.1257577,-0.4509158,0.0
-0.3269256,-0.7220422,-0.14705095,2.1385362,-1.1102824,1.0
-0.7828426,-0.0095349895,1.6296273,-1.2933428,-0.736692,0.0
-2.1437576,0.32728627,-1.1557826,-0.7225989,-0.19799437,0.0
-0.6490684,0.050865866,2.069908,-1.4741077,-0.9060039,0.0
-0.1789975,-0.7129518,1.2106686,1.5847523,1.2478207,1.0
0.77045614,1.8298278,-0.055461526,-0.6878666,-0.2805819,0.0
-0.6310637,-0.32109815,2.0341282,-1.1715559,-1.0979686,0.0
-0.3034894,1.5688086,0.0461886,-1.0212258,0.23713619,0.0
-0.66221005,0.041292712,2.1464052,-1.6289532,-0.86917573,0.0
-0.8374169,-0.99249417,0.01570614,1.6542506,-1.3153379,1.0
-0.28984863,0.0077102524,0.7789596,0.6489533,2.5469608,1.0
-0.75195545,-0.8266942,0.30573574,0.36551094,2.4613187,1.0
-0.6417484,-0.64731026,-0.021350993,1.9517785,-1.7064549,1.0
-0.735526,0.1790144,0.16069105,-0.017055884,-0.20081855,0.0
-0.95353186,-0.16896133,1.9048448,-1.3356272,-0.19462594,0.0
-0.8316775,-0.013638896,1.0376008,-1.0723342,-0.51911604,0.0
-0.8638159,-0.742243,0.7000678,2.3090415,-0.1947601,0.0
-0.49677223,1.0084667,-1.2272705,-0.797183,-0.40223125,0.0
-0.6407547,1.3620973,-1.4665414,0.08311661,-0.44429946,0.0
-0.3885726,0.6029151,0.44598192,-0.029377842,-0.4191298,0.0
0.022772798,1.7674855,0.4994623,0.17742974,-0.5770172,1.0
-0.17388307,1.2668427,0.4775,-0.81887007,-0.46740058,0.0
-0.81241643,-0.6515185,0.40888882,1.4332677,-0.03355892,1.0
0.38610104,1.0195485,0.2850053,0.083049335,1.3023945,0.0
0.1557051,1.5887613,-1.3737531,-0.72937876,1.229575,0.0
-0.6990848,-0.9989994,1.1428232,0.39022818,1.6649987,0.0
-0.99946266,-1.081398,-0.27503204,1.9391859,1.4423939,0.0
-0.42730734,1.7047869,-1.3833965,-0.85044646,-0.4717885,0.0
-0.45962608,0.52986735,0.32953,0.08907089,-0.43751678,0.0
-1.1783572,1.1023662,0.19123134,-0.9946018,-0.1440656,0.0
-0.7485981,-0.25487182,2.0353181,-1.5181128,-0.74005604,0.0
-0.9051701,-1.1510257,-0.4179002,0.34409586,-0.09523879,0.0
-0.74316865,-1.0389217,-0.22764447,2.2380207,-1.0940403,0.0
-0.42384103,2.0799534,0.56784177,0.17666759,-0.52738565,0.0
1.3240283,-0.8345211,-0.4602719,-0.26256338,-0.51855576,0.0
-0.66159344,-0.73639596,0.011637816,-1.5610592,3.790194,0.0
-0.75874734,-0.62502426,-0.062435012,1.7801292,-0.15521564,1.0
-0.4133043,1.4901457,-1.315803,-0.8794112,-0.41008165,0.0
-0.39062732,1.0041991,0.62199026,-1.0074092,-0.15085918,0.0
0.86110973,0.10072297,-1.0863982,-0.58244365,-0.0044637835,0.0
0.8952054,-0.8564608,-0.75125206,-0.34346607,-0.42767555,0.0
1.1006173,0.66760325,-0.30971152,-0.025028914,1.0015947,0.0
-0.8561515,-1.1931255,-0.3575614,1.754248,-0.16197069,0.0
1.4819311,-0.825904,-0.67933327,-0.4123938,0.044209093,0.0
0.4733665,0.93823886,0.8295758,0.10017956,-0.40301147,1.0
0.047067992,1.5490253,-1.4694222,-0.6751612,0.096723706,0.0
-0.51203513,1.8648438,-1.6397417,-0.8271239,-0.5883361,0.0
-1.1975524,-2.1201491,0.8291613,0.5277741,-0.741815,1.0
-1.064042,-2.1363397,0.79889816,-1.6235225,-0.27145767,0.0
0.362206,-0.7328326,1.112675,0.90695316,0.9507174,1.0
-0.018760573,1.4968432,-1.5232892,-0.14226449,-0.84343666,0.0
1.5500548,-0.8550625,-0.61008817,-0.341688,-0.2817623,0.0
-0.3079325,1.5777562,-1.449621,-0.79035574,-0.20797405,0.0
-0.6734404,0.33295625,0.5762344,-0.05356696,0.14696,0.0
-0.78853476,-0.62476784,-1.4507672,2.283434,-0.04334468,1.0
-0.4067397,1.5803256,-1.3745368,-0.8414989,-0.036009885,0.0
2.7277088,-1.8353474,-0.6176717,-0.6780988,-0.27260998,0.0
-0.23998737,1.13679,0.11783461,-0.771721,0.11853179,0.0
-0.22967671,-0.7836281,1.3567468,0.651807,0.8650182,1.0
-0.456636,-0.74414337,0.302689,2.4079254,-1.7316157,0.0
-1.3576548,-0.7740118,0.4454124,-1.6137773,-1.460385,1.0
-0.7625391,0.099139236,1.1807863,-1.0596972,-0.17070115,0.0
-0.5729649,-0.5324105,1.6665909,0.92370373,0.32167524,0.0
-0.63551563,0.6460202,0.042032972,-0.06408133,0.07685234,0.0
-0.44844598,1.3271134,-0.1868833,-0.918312,0.23258932,0.0
0.14538018,0.037949815,0.38578558,0.24561872,0.41416657,1.0
-0.7340538,-0.7435709,0.08821566,2.3427546,3.3512685,1.0
-0.87515014,-1.1738203,-0.31533223,1.6905732,-0.053849045,0.0
-0.56931925,0.60152185,0.7792394,-1.074477,-0.58198965,0.0
-0.75999814,-0.3354387,1.6715295,-1.409072,-1.0643175,0.0
-0.6096185,-0.53953505,1.9606767,1.0958285,1.5215081,1.0
-0.7059907,-0.7890513,-0.3127238,-0.19167191,1.43613,1.0
-0.70327425,0.044778053,0.5872934,0.14223991,-0.8634961,0.0
