harmonic_1_normalized_amplitude,harmonic_2_normalized_amplitude,harmonic_3_normalized_amplitude,harmonic_4_normalized_amplitude,harmonic_5_normalized_amplitude,phoneme_sound_class
-0.7123415,-0.8696234,0.10257754,0.6429255,-0.09717962,1.0
-0.7738733,-0.72632295,0.7584542,1.1056622,-1.2430121,1.0
-0.74016255,-0.619363,0.27045,1.5498557,-1.2739384,1.0
0.11081948,0.03551872,0.6819321,0.22151318,2.0817814,1.0
0.13432166,-0.96842134,1.417623,-1.190988,0.2440238,1.0
-0.47568795,-0.39968073,1.8493229,-1.2436987,-0.460789,0.0
0.55579257,-0.10607998,-0.44774806,-0.24954121,0.042494517,0.0
-0.75922173,-0.8672803,1.6450688,0.5703953,0.77794236,0.0
-0.55365306,0.78529465,-1.1677015,-0.107054,0.7493198,0.0
-0.7599286,-0.5850641,0.9971284,1.6254809,-0.26700562,0.0
1.7308371,-0.18043728,-0.8897212,-0.34951618,-0.32688776,0.0
0.9076745,-0.9625958,-0.7749746,-0.37270018,-0.39014998,0.0
-0.5606416,-0.23336302,1.3312566,-1.6026663,1.6217992,1.0
-0.71645963,-0.5067183,1.635669,-1.5808486,-1.0914145,0.0
0.01893122,-0.53333676,0.5381542,0.4669253,-1.9382063,1.0
-0.4705375,-0.94119877,0.07223019,2.053677,-1.5931132,0.0
-0.79539716,-1.0515218,-0.22194226,2.228775,-1.6594627,0.0
-0.029763907,0.39003798,-1.0536265,-0.49315518,-0.1730168,0.0
-0.62625957,-0.7721805,0.8551622,0.4669379,1.1024151,1.0
-0.8437809,-1.0211519,-0.36046222,0.20347442,-1.8092626,0.0
-0.54495716,0.44353023,0.21663868,1.6578592,-1.1358843,1.0
-0.7638593,-1.0126507,-0.28157556,0.5917091,-0.21399592,0.0
-0.5903439,0.65568745,0.49900317,0.024775123,-0.46425107,0.0
-0.6439665,-0.79415363,1.4168464,0.5706842,-0.9397035,0.0
0.4539327,1.8029423,0.14407496,-0.9680714,-0.556734,1.0
-0.6723386,1.0947063,0.6225668,0.28028053,-0.123941846,0.0
-0.72303045,-0.76192683,-0.43733782,1.2203344,1.0659463,1.0
0.3063348,1.7647711,-0.29086798,0.75950164,-0.5945405,0.0
0.2997481,1.4808077,-1.3588638,0.7980637,-0.6296008,0.0
-0.45233902,1.4517542,-0.017052734,0.05873676,-0.56157714,0.0
-0.26822338,0.09150331,1.8450872,-1.376757,0.49398375,1.0
-0.8714132,-1.143658,-0.2746243,0.14219625,-0.12056832,0.0
2.9360294,-0.63544047,-1.0062302,-0.49218568,-0.25255653,0.0
-0.32580936,-0.692697,0.05290076,1.182872,1.9854734,1.0
-0.8270455,-1.0526077,-0.086116955,1.4329087,-0.14818618,0.0
-0.73768026,-0.2209494,0.22839025,0.99115396,-0.8185509,0.0
-1.0296576,-0.23230171,1.8455181,-1.4005959,-0.9624365,0.0
0.68690073,0.18951474,-0.34297505,-0.58179057,0.22588101,0.0
0.06746555,-0.2503667,-1.1325017,-0.45421118,-0.28719923,0.0
1.9048628,-2.0255039,-0.82889754,-0.5707426,0.12700212,0.0
-0.8577038,-1.0892439,-0.39038813,-1.6384825,3.9015987,0.0
