v1,v2,v3,v4,class
-0.91442466,0.65421915,0.6468599,0.10727151,0.0
0.183141,0.39578542,0.4801475,0.5037559,0.0
0.6863636,-0.6488545,-0.64369965,-0.44029072,0.0
0.60775375,1.3463396,1.2942896,0.79407275,0.0
-0.90277284,-0.08195507,-0.17456363,-0.93341166,1.0
0.527386,-0.8100619,-0.9304997,-0.95741314,0.0
1.2029015,-0.6194635,-0.7066297,-0.58113635,1.0
0.5580201,-0.5243926,-0.5268165,-0.338055,0.0
-0.72856265,0.22070625,0.22873238,0.9911034,0.0
0.47097978,-0.5886161,-0.7573183,-0.8532707,1.0
-0.8537535,1.6009994,1.5036174,0.9456795,1.0
-0.3809704,0.5044674,0.49459803,0.7131273,1.0
1.3714353,-0.7137038,-0.62787217,0.01708656,0.0
-0.81843317,-1.0209934,-0.829184,-1.4046977,0.0
0.24795365,-0.87259156,-0.8910882,-0.9756966,0.0
0.58684045,-0.48765454,-0.5635827,-0.36699215,0.0
0.20304161,-0.25413838,-0.32583302,-0.24822034,0.0
-0.20734467,-0.07720463,-0.19936934,0.61483896,1.0
-0.882911,-0.12513979,-0.047686998,0.1274485,0.0
0.16339864,0.07319675,-0.0016435252,0.22381055,0.0
0.5441608,-0.25017437,-0.30473655,-0.38987488,1.0
-0.9815672,-0.5127092,-0.443259,-0.9568414,0.0
-0.7123137,0.027148042,0.14771387,-0.6157877,0.0
-0.4950884,2.9896035,3.0941198,-0.2797527,1.0
-0.5397683,0.036331635,0.059681814,-0.843088,0.0
-0.71344554,0.6763287,0.56028867,-0.33618265,1.0
-0.9223387,1.1314356,1.1376157,0.36291346,1.0
-0.7892259,-0.8742747,-0.9379225,-1.3602647,0.0
-0.7337392,-0.81320184,-0.95328385,-1.2111079,0.0
-0.6734257,5.218123,5.003943,2.672848,1.0
-0.6678746,-0.6135276,-0.6740934,1.0141658,0.0
-0.63855666,-0.16859348,-0.1583229,-0.5904853,1.0
-0.9875954,0.117713034,0.075246714,-0.7692504,1.0
-0.3608793,1.0891157,1.2710112,2.1063044,0.0
-0.886658,7.1160455,6.9673767,1.8996456,1.0
0.25848487,1.166845,1.1026758,0.97034144,0.0
-0.009453909,-0.5358044,-0.44382957,-0.007534989,0.0
-0.68065155,0.6214476,0.6290097,-0.38069934,1.0
0.25698927,3.1153793,3.0589333,2.518247,0.0
0.19025001,-0.7280733,-0.67852235,-0.7303625,0.0
1.2401499,-0.77723074,-0.9143094,-0.6950967,1.0
1.5687656,0.50569916,0.3616849,1.155077,0.0
0.5132805,0.20700322,0.29552805,-0.34410995,0.0
-0.7397657,-0.5804629,-0.7557479,-0.5657123,0.0
-0.817059,-0.06713378,-0.086822785,0.52802294,1.0
-0.6166277,-0.8772385,-0.92494786,-1.3866415,0.0
0.5055201,-0.6275899,-0.76131,-0.07448177,0.0
0.7309052,-0.53517574,-0.42241997,-0.15100512,0.0
0.11112521,-0.68855286,-0.7252619,-0.6543832,0.0
-0.8824018,-0.32876974,-0.23692995,-0.8316806,0.0
-1.0867438,1.0723171,1.2505447,-0.07137013,0.0
-0.93709713,-0.70784104,-0.62926227,-1.4415857,1.0
-0.88318723,1.0132586,0.9506263,0.47457293,1.0
-0.6727913,-0.70498174,-0.62215763,-1.344539,0.0
0.5356827,-0.6563033,-0.739082,-0.73783445,0.0
0.12353876,-0.9252523,-0.8294142,-1.0613245,0.0
-0.94919276,2.7701707,2.542556,0.34705862,1.0
-0.9925114,-0.37129802,-0.23035455,-0.8512333,0.0
-0.96883625,0.33359253,0.22842927,1.6963528,0.0
-0.7694747,-0.63596344,-0.7167918,-0.8701535,0.0
-0.15302345,-0.73903066,-0.6008266,-0.8930003,1.0
1.6315783,-0.5658197,-0.42955664,-0.04619371,0.0
0.7543006,1.2547705,1.1594859,0.65130234,0.0
-0.751138,-0.62149733,-0.7366327,-1.2881225,0.0
0.14776509,-0.21267083,-0.19430442,0.03212417,0.0
-0.8640075,-0.51576483,-0.42356125,-0.46301982,0.0
-0.8222304,-0.7678722,-0.86777854,-1.3728759,1.0
2.9296048,-0.40223622,-0.53617775,1.0373282,0.0
0.18771593,0.5212027,0.6822457,0.16435766,0.0
0.75374705,0.13658611,0.07608289,0.55632347,0.0
0.15648456,-0.70936704,-0.6236954,-0.44573566,0.0
-0.1331668,0.56313604,0.61396873,1.1245561,0.0
0.52321297,-0.23192798,-0.07085525,0.65755945,0.0
-1.1382359,1.3277612,1.4072816,-0.25231853,1.0
0.82737845,0.1717831,0.3394153,0.048844803,0.0
0.37089503,0.29400998,0.16606508,1.61794,0.0
0.71203226,-0.39081153,-0.3806931,-0.5492403,0.0
-0.38182878,0.9142067,1.0882976,-0.28613722,0.0
-0.7677939,-0.8147379,-0.8292067,-1.3926365,0.0
1.2550161,-0.58146065,-0.7529201,0.72180825,0.0
-0.66439295,-0.18502428,-0.044184946,-0.9171202,1.0
-0.600816,-0.8123607,-0.7849182,-1.2233629,0.0
0.5808778,-0.61632407,-0.79846627,-0.94423705,0.0
-0.57301515,0.30713665,0.18241948,0.923382,0.0
0.14646883,1.6725624,1.8258699,1.421009,0.0
1.5891526,-0.64205986,-0.7366468,-0.34251878,0.0
