v1,v2,v3,v4,class
-0.032856636,-0.27029422,-0.24666657,-0.8673145,1.0
1.5804381,-0.9143129,-0.9692362,-0.56419,0.0
-0.98158646,-0.54633725,-0.43120986,0.64218324,0.0
1.6440254,-0.7131015,-0.73719484,-0.3704159,0.0
-0.724306,2.5176811,2.5417104,1.3521839,1.0
-0.8476802,-0.71665037,-0.66997063,-1.051916,0.0
-0.7970796,-0.4010899,-0.2514721,-0.9696173,1.0
-0.60598683,-0.74562186,-0.6155717,0.47493184,0.0
-0.7421792,-0.52754503,-0.5168405,-0.36645794,0.0
0.7682316,-0.49991876,-0.3853675,-0.7483041,0.0
-0.94350994,1.1511058,1.2084987,2.5196955,0.0
1.3915709,-0.7788475,-0.97688234,-0.73414445,0.0
1.5959325,0.39235437,0.49981394,1.4140136,0.0
0.7558879,0.020051312,0.11326901,0.13141775,0.0
-0.83994126,-0.66535103,-0.7200335,-0.56331944,0.0
1.3987359,-0.69773126,-0.82956696,-0.54063094,0.0
-0.9817031,1.0276166,1.0060847,2.0877862,0.0
1.1570382,0.17988515,0.33350754,0.17172836,0.0
-0.8510784,-0.63476515,-0.73600835,-1.067987,0.0
-0.7788547,-0.19684482,-0.06685824,-0.33367643,1.0
1.6081868,-0.8680102,-0.97105926,-0.5429801,0.0
1.5877876,-0.06714833,-0.054278195,-0.046606444,0.0
0.71815896,0.07279311,0.124310344,1.9728503,0.0
0.54151833,-0.7152432,-0.64934003,-0.9853058,0.0
-0.98695385,1.2568351,1.1122899,2.5342891,0.0
-0.9038443,-0.2084756,-0.38476893,-0.90537775,0.0
-0.9567153,1.0777503,1.2236258,1.3683932,1.0
0.6313119,-0.10007149,-0.07632761,1.19349,0.0
-0.7365585,0.50811094,0.72853225,0.025280977,1.0
0.68417037,-0.08140766,-0.060678143,0.107149825,1.0
-0.70911264,1.8702285,1.990757,1.4621439,1.0
0.5712954,-0.3725046,-0.23351717,-0.60701674,1.0
0.7756474,0.4975684,0.35434362,-0.36957848,0.0
-0.22977237,1.2399408,1.0309068,2.0500002,0.0
0.54268056,-0.57551044,-0.47268397,0.6483251,0.0
-0.1431699,-0.09843744,0.04377455,0.65819764,1.0
-0.8383317,-0.8347415,-0.8273872,-1.2520828,0.0
-0.6766444,-0.06941745,-0.1580556,-0.7390694,1.0
-0.8711109,-0.14261001,-0.053883813,0.39315525,1.0
-1.0658884,-0.96284884,-0.80781674,-1.5247422,0.0
-0.60141486,0.008223791,0.074521676,-0.929716,0.0
1.511288,0.30283728,0.31835604,2.08553,0.0
-0.61546564,1.6504861,1.4588753,2.1134155,0.0
-0.74206525,-0.672859,-0.68760216,-1.2390833,1.0
1.3052744,-0.92978334,-0.84428006,-0.65799,0.0
0.1049667,-0.69399303,-0.6358049,0.11860005,1.0
-0.61505073,-0.93310905,-0.7969233,-1.2578413,0.0
-0.758735,0.999392,0.9351346,1.2421005,1.0
-0.8370998,-0.781457,-1.0492846,-1.4442731,0.0
-0.97509146,1.2204136,1.0541754,0.11819036,0.0
-0.15198813,-0.5938457,-0.75346047,-0.96614015,0.0
-0.0795463,0.50672054,0.4072158,0.13577245,1.0
-0.8673861,7.237764,6.8806806,2.690154,0.0
-0.7805831,0.6484043,0.6022671,0.7548858,0.0
1.401269,-0.7161764,-1.021233,-0.5426361,0.0
-0.6004327,0.5786764,0.6605098,-0.07924482,0.0
-0.9797858,-0.10923296,-0.12032701,-0.4976772,0.0
-0.63411677,0.7016521,0.58851266,-0.5278076,1.0
1.3090806,0.010639698,0.10204376,0.451257,0.0
0.4773577,-0.5963258,-0.7459064,-0.9636364,0.0
0.40944114,-0.3582832,-0.29819116,-0.2487468,1.0
-0.77348554,0.11418913,0.08185594,0.3822498,0.0
-0.35896924,-0.5117577,-0.44316736,-0.47178662,0.0
-0.86910856,-0.41922143,-0.5395209,-1.2314891,1.0
-0.99647105,-0.6101742,-0.72591275,-1.3937372,0.0
0.46189296,0.25929278,0.28756544,0.0031006169,0.0
-0.7083333,0.41879594,0.41332757,-0.46681347,1.0
0.70389575,0.8016349,0.8116701,1.0184244,0.0
0.7556836,-0.82263684,-0.84156036,-0.8459023,0.0
-0.8720596,-0.2534892,-0.33614877,-0.8105559,0.0
-0.89255196,0.057307124,0.026459316,-0.91013426,1.0
-0.91096836,0.39333904,0.4523055,0.009680625,1.0
-0.6379788,-0.22259356,-0.19021468,-0.64213896,1.0
-0.9080977,-0.47237557,-0.45854276,1.6370742,1.0
-1.028463,-0.6994859,-0.6910525,-1.2455066,1.0
-1.0818845,1.3480713,1.2058842,0.55717397,0.0
0.52745813,0.15612617,0.33907312,-0.35749048,0.0
-0.7086615,0.12023577,0.08159282,0.017314233,1.0
0.023432752,0.65007573,0.53157353,-0.8649383,0.0
-0.5901522,-0.6956084,-0.76507264,0.30687633,0.0
-0.71077776,1.1793522,1.2396545,-0.17454347,1.0
-0.6147776,0.6843221,0.6021348,0.49657091,0.0
0.6504145,-0.74912196,-0.95656866,-0.80170506,0.0
-0.7276785,1.9373167,1.8849851,1.5697813,0.0
-0.6073309,-0.8798064,-0.9798262,-1.2798576,0.0
0.7807021,-0.5352163,-0.4514163,-0.15066528,0.0
-0.85304993,-0.17607583,-0.16640422,0.009574164,0.0
0.7736835,-0.83512616,-0.90228975,-0.70615846,0.0
-0.873531,0.08106867,0.05514899,-0.23697247,0.0
